Unnamed: 0,uid,speakerid,replyid,utterance,offensive,target
682,7.0,无穷碧2号,G小奶龙龙宝,你是没长手吗？而且你脑子清醒点，洪崖洞是景点，景点坑人全国哪里都有，地铁坑人。。。蓉二妹独一份,1.0,1.0
540,6.0,1257167886,1889833243,四川不是裤头松代名词？,1.0,2.0
671,4.0,和知闻君一起读,忘忧小绿草,调查需要时间啊，这速度已经够快了好吧,0.0,0.0
550,3.0,2933851690,0,勉强可以接受，毕竟有个交代,0.0,0.0
603,17.0,小咸雨的日常,似水年华指间沙,好多高校招聘老师都要求留学经验,0.0,0.0
686,11.0,隔雨看天晴,只想发顶刊的小王,你说这话不也是在从另外一个角度把自己塑造成公正的判官嘛，以前就有人说了，现在网络就是理中客，评判理中客的理中客一直死循环。,0.0,0.0
689,15.0,不语野仙26743,不明身份的武林萌丷,他们计较这些就是为了防止再培养出你这样的人,1.0,1.0
751,5.0,NPC-H,致那些一去不复返的青春,钱要隔一段时间捞一下，一次性捞完真把大家给纠正好了，以后不就没的捞了吗等老头乐又开始松懈了再重新捞,0.0,0.0
588,5.0,我不是Mr_Chen,我叫极个别同学o,不应该是狗主和爱狗人士去抵押借钱吗？,0.0,0.0
700,5.0,我会点赞每一个厌南锋苟,我管你喜欢啥呢,又在定义破防了姐回你就是破防，男人的防哪有♀的得膜好破啊，男人骂你就高兴，是不是抖M啊大姐,1.0,1.0
737,8.0,红发的冬旭,郑泽文,猴子少来蹭,1.0,1.0
512,2.0,2137319060,0,lz牛魔的也是个逆天,1.0,1.0
702,5.0,三分游伴二分无,请求丰富朋友圈,是的姆的大多数都是煤气罐子，其余好看的不多，好看的一般都不需要出来上网抱怨。,1.0,2.0
532,6.0,1086919160,1216485516,南通又怎么了,0.0,0.0
649,4.0,比尔马修,草粿甲豆花,一件小到不能再小的事，发展成这样。在公共区域，被小孩子碰到踢到的情况太多了，这点包容心都没有。,0.0,0.0
694,9.0,父拔插头人踢狗,-1,"""别着手枪有什么问题？<img alt=""""[疑问]"""" title=""""[疑问]"""" src=""""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/b8/2018new_ningwen_org.png"""" />""",0.0,0.0
515,0.0,3670767112,-1,怎么办我不想分手,0.0,0.0
681,6.0,毋愿清醒,安逸的猪_,张薇：提我？不如直接坐着成都地铁8号线来川大找我当面聊,0.0,0.0
717,1.0,三重大太阳鱼,红色motor,刚才对着河北网友说是“籍贯河北来沪务工人员”，这会儿又对着广东网友说是“籍贯番禺的来沪务工人员”，别的不清楚，你这满嘴跑火车的本事可是够可以的。 查看图片,1.0,1.0
523,0.0,1050085665,-1,不是穿实验服了吗，有啥问题，不过不让穿短裤是真的,0.0,0.0
593,1.0,含含妹的静哥哥,熙宁月,如果是扑了我家小孩，别管多大的狗我都给他拍死，然后发到业主群让它妈它爸来认尸!一条狗命，还想翻天!,1.0,2.0
703,8.0,我会点赞每一个厌南锋苟,芝士奶香喵喵,公交车到站啦！,1.0,1.0
696,6.0,眺望蓝天自有阳光,王延国com,累赘、倭是打拳？如果这么会抠字眼，去研究文学吧，为何非要在此挑弄是非？,1.0,1.0
588,7.0,结界真是个神奇的东西,我叫极个别同学o,有捐三百的能力没有点点手机自己退回来的智商吗？？好分裂。真的捐了吗？我不信,1.0,1.0
570,15.0,ssandy527,石玉食欲诗雨,我也没想到还有人嫉妒这些捐款，有本事自己也被狗咬成重伤去索赔呀，真的这世道,1.0,2.0
609,20.0,S_Thunder,吕六清爱微博,说得好，那伙食费一个月一两千先交了再说,0.0,0.0
706,11.0,我的沃沃,金一点策,你说      我都想,0.0,0.0
527,5.0,1745516564,6013659667,光腿神器比一般裤子要厚多了，这要危险，那裤子也危险，做啥实验都穿全隔离防护服得了,0.0,0.0
537,9.0,1431477729,0,乌龟,1.0,1.0
638,18.0,觅友Love,不冉而然,上梁不正再怎么回炉也没有用,1.0,1.0
691,15.0,你好啊小李同学678,俺的豆腐lsn,可以褒贬 但是玩弄女性？这是不良引导 毁三观,0.0,0.0
561,2.0,5832227238,4083115869,怎么，你沐也想被开后门？,1.0,1.0
639,11.0,毕业发了SCI了,那是蓝绿色,在医药外企，朝九晚五双休，每天真正投入工作的时间4小时不到，但最低要求985硕士，好点的岗位985本硕，出国的岗位985本硕➕雅思，口语流畅，2年工作经验，不读书摸不到门槛。,0.0,0.0
699,9.0,油腻的vv老师,院子里的流浪猫,臆想的呗，女宝偷拍猥亵无罪，为所欲为 查看图片,1.0,2.0
638,16.0,FelidaeNiYo_,WholesaleMist_,？你说什么呢,0.0,0.0
757,12.0,随遇而牛,yujieqiong,我真的好想再活500年！ ​​​,0.0,0.0
699,3.0,有个男神_Jk,院子里的流浪猫,很正常，她们就是看不起国内的男人,1.0,2.0
559,1.0,6380690621,0,傻鸟,1.0,1.0
696,3.0,欲与君无言,王延国com,为了搞对立你也是辛苦了,1.0,1.0
573,13.0,链接产生意义,CforikY_,哈哈哈，绝逼没捐,0.0,0.0
718,6.0,小眼睛瓜哥,更靠谱了吗,从哪个下水道冒出来的生物？,1.0,1.0
745,6.0,多一点点善意,雨下的我好开心,感觉 现在女大学生都不太行 大多数气质少点感觉 不是我喜欢的类型,1.0,2.0
680,6.0,吕小布赚别墅,雨文牙隹广土,成都，一个美国领事馆搞了太多间谍最后被关闭领事馆的地方。,0.0,0.0
588,3.0,七濑遥今年要快快乐乐,我叫极个别同学o,可以退的啊,0.0,0.0
554,1.0,3858652412,0,急死你xxn一个,1.0,1.0
535,4.0,4279932627,4960257288,口蛆又来团建,1.0,1.0
735,5.0,十八斤草子,Arcade016,多读读书去吧！,1.0,1.0
688,9.0,长成这样还活着,汉嫖妓将军,我也觉得是炒作,0.0,0.0
538,0.0,5216698969,-1,全国都这样没必要针对成都,0.0,0.0
589,6.0,宣城1061马小壮,蝼蚁的回忆_980,一开始不懂为什么要百年树人。因为这根本不是老师和孩子两个人的战斗。这个信息不是给老师开罪。平心而论如果我收到这个信息，我会主动找老师，如果老师建议我做的，也确实是我应该做的，我做好。然后老师再这样批语，对不起，我有举报的权力，而且我也会很强势。这一张图片我觉得看不出来根本问题,0.0,0.0
701,3.0,四川瓜农杰杰娃,花园里的梅莉酱,拿鞋底板拍一拍,1.0,2.0
560,5.0,4631171798,2289641262,性骚扰不违法是吧,0.0,0.0
580,20.0,多我一个有钱人地球会炸吗,陈同学yc,你看看这个诊断报告，，2岁的女孩，肝胆肺肾损伤，肋骨骨折，脓毒症凝血障碍等等等等，很多人都说，就算活下来，都可能活不到成年。你觉得这是6w能出来的？ 查看图片,0.0,0.0
537,8.0,3508647059,0,不容易的,0.0,0.0
705,4.0,Cedrusdedara,探索三亚,男的打男权打疯了吧，嘴里睡着该平权，遇上正常观点，“你就是想打女权”这情况我笑死,1.0,2.0
660,5.0,夕夜60556,南门口抢匪6868,账号错误，你敢怀疑她那就是造黄谣,0.0,0.0
698,4.0,不要破防不,森林海藻球,你看，女宝这不是闻着味来了吗就会破防拉黑不承认自己双标,1.0,1.0
694,28.0,抓皮卡丘的猫,父拔插头人踢狗,并不觉得有什么问题,0.0,0.0
737,13.0,Jahi-P,郑泽文,这种还需要搞孝冖一样的饭圈投票啊,0.0,0.0
730,3.0,造谣损害自家,简单善良78994959,全身上下就嘴硬 ，原因？那垃圾的爬你耳边说的？要不先生你陪他赴死呗,1.0,1.0
745,1.0,鬼见愁ych,touvidia,谁说的，公司吗没有贷款融资业务是不能充当中间人角色的，只是她没有证据,0.0,0.0
561,4.0,6370543022,5832227238,大专哥说话就是硬气,1.0,1.0
649,9.0,你是好人好人好人,草粿甲豆花,中国的女拳应该整顿一下，幼儿都不放过,1.0,2.0
582,5.0,我叫宇宙大王王王,陷阱变馅饼社会实践队,你那是定存，整存整取……这是活期不是一码事，先自己搞搞清楚吧……什么是年化什么是定存和活期,0.0,0.0
718,7.0,自古表白多白表iii,更靠谱了吗,麻烦澄清一下你是来广东旅游的，丢不起这人,1.0,1.0
753,0.0,美离间祸众国,-1,难管的是老头乐吗，难管的是里面那个老头,0.0,0.0
692,5.0,替身就是好,卧龙凤雏吃瓜子儿,新华字典里确实没有,0.0,0.0
683,17.0,红师傅X,哎呀怎么可能呢,可你认为“他说的没用”这件事情本身是错误的 他说的很有用,0.0,0.0
620,7.0,Rudy-CHN1994,岚雨雪夜寒,你是看报道原文还是看发条和司法解释啊，非法占有为目的只是盗窃的构成要件之一啊,0.0,0.0
517,5.0,3504963258,0,你是会说话的,0.0,0.0
720,2.0,驴尾巴737,弘历叻,一定都平安回来🙏🏻🙏🏻🙏🏻,0.0,0.0
648,3.0,禾马12138,LynnDeng88,女命贵呗,1.0,2.0
682,1.0,吕麟瑞,G小奶龙龙宝,成都破防姐？,1.0,1.0
668,0.0,alison_s_top,-1,这么严重的事故，昨天还说是故障…,0.0,0.0
689,8.0,感觉网友神经比逼敏感,不明身份的武林萌丷,开口识性别,1.0,1.0
565,3.0,2172572272,1718867459,我这还在穿短袖，不过再过几个月应该可以送,0.0,0.0
569,20.0,芸的微博haha,j318j,它可以是2w，20w，都不会有争论，但200w甚至超过了200w，就离谱，有问题,0.0,0.0
556,1.0,3858652412,0,一个班的同学和你妹妹开玩笑也要被挂你妹妹是个xxn，你精神也不正常,1.0,1.0
553,3.0,2787812333,3858652412,笑死了，感觉你的那个发言跟那个宇将军似的，是不是小学没读完啊,1.0,1.0
722,16.0,Mnxhejn,Jessie4644,其实他的成功，大部分实力在于平台和团队,0.0,0.0
699,1.0,陈哥说,院子里的流浪猫,因为偏见,1.0,1.0
665,5.0,三木79872,G阿阿阿敏,从民政局还是哪申请他们有说，你搜一下 是工伤，但是受伤不严重不是很好定级。,0.0,0.0
753,3.0,柚子味的蓝色咖啡,美离间祸众国,老头乐不难管吗,0.0,0.0
580,0.0,陈同学yc,-1,为啥花6w要筹200w,0.0,0.0
628,8.0,N1or21_2,铁膝战警肖万,不太好意思gdp全国第五，就算算人均，也不是“最”，建议你查完资料再来说话哟此外您看不起农业吗？想必向您是不用吃饭的吧，您知道农业是强国的根基么，想必像你一样的人也是不在乎的,1.0,1.0
515,7.0,724120638,0,你真是弱智，放过你对象吧，成熟点再去谈恋爱，别祸害女孩子了。,1.0,1.0
598,6.0,昵称不可用呜呜呜哭辽,起名困难户vfch,上面不是写了走的时候和前台说了吗？而且快递箱是已经打包好了的，打包好的垃圾吗？是前台没有交代好，,0.0,0.0
746,10.0,大胶质细胞,x-y-a-o,废话 高学历不为赚钱 谁还读啊 ,0.0,0.0
724,7.0,单亲宝妈带四个猫娃,换个名字就不认识了呀,你闭嘴吧,1.0,1.0
630,4.0,你真的是一个大傻叉呀,-了无惧色,重点不是几年，重点说的是才8年是才这个字。,0.0,0.0
534,5.0,4963680773,1072119079,还真是只有我们成都🐶跪得起不来了,1.0,2.0
704,4.0,五次日落__,小钒bu凡,又是一位eg,1.0,1.0
552,7.0,2673802404,4061333753,瘆人，我一个男的都觉得难受,0.0,0.0
679,11.0,明天咕咕咕,love王星凯,官微好多皮下xxn,1.0,2.0
728,1.0,张三你犯法了,倾盆d_e细雨,最魔幻的是你这种评论,0.0,0.0
754,2.0,Hi丶F0,飞狗狗的喵,老头乐比五菱mini更像一个车,0.0,0.0
733,4.0,声波和卡带子,Conan_5,中肯的,0.0,0.0
742,19.0,不列特嘶嘶嘶,foa988,留信息感觉是一种潜意识自救,0.0,0.0
508,5.0,1241143917,165760370,好的不学 学坏的？你天生剑宗？,1.0,1.0
686,14.0,只想发顶刊的小王,隔雨看天晴,又来一个以退为进的理中客,1.0,1.0
680,20.0,星辉边境,雨文牙隹广土,政治从来不问你想没想而是你干了没,0.0,0.0
582,13.0,大湾区小欢喜,小生活呀真呀嘛真好过,跟你说数学，你扯东扯西，是不是没读过大学说到你痛点了？下辈子记得好好读书,1.0,1.0
537,2.0,5686617302,0,龟男,1.0,1.0
664,1.0,acmilan170,我就素小小明,没死人  经济损失也不太大  应该不算,0.0,0.0
554,2.0,3560432210,3858652412,我是男的,0.0,0.0
661,4.0,长-乘,一生贪贝才好se,又开始装。,1.0,1.0
604,3.0,呀哈哟呵,短腿小锅,国考是条件变松了，所以多人报了，我家这个四线小城市去年2000多人报，今年4000多人,0.0,0.0
692,16.0,卧龙凤雏吃瓜子儿,张家财产_,删掉也无所谓啊，古汉语用字在相应的工具书里有就行了,0.0,0.0
719,15.0,Lanien1921,JUNGLEEEEEEEEEEEEEEEE,呃天灾人祸来的都不打商量。。这么冷还是晚上。。。,0.0,0.0
626,4.0,回忆叶的第七片海,森的鹅,俺也想骑骆驼吃洋芋蛋，他带你的时候你记得叫上俺,0.0,0.0
686,7.0,生死无忧无虑,She-and-their-world,理中客来了？是谁挑起的性别对立你假装不知道是吗？不公正的判决不应该被指正吗？,1.0,1.0
585,3.0,何荡荡荡荡荡荡,圆滚滚毛茸茸团子,捐了多少 富哥们,0.0,0.0
512,6.0,965738324,0,所以你是真活该,1.0,1.0
599,4.0,默铭_LS,在逃小喵喵,不知道酒店对于顾客遗失遗落物品有妥善保管的义务？,0.0,0.0
570,17.0,你的小猪啊2018,岭南道按察使汉青书,我嫉妒她？我真有200万资产,0.0,0.0
749,0.0,电梯狂欢okk,-1,"""他确实再也写不出好听的歌了，这几年演唱会也划水，应该留点好的回忆给大众，别再出歌了<img alt=""""[允悲]"""" title=""""[允悲]"""" src=""""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"""" />""",0.0,0.0
640,4.0,我来看看就好1125,Eurus沉浸式,前提是学，上学都上不下去的去读几年干啥啊,0.0,0.0
616,1.0,今天也是一个小垃圾,传奇色彩1998,狗要和不礼貌的小孩子交朋友吗,0.0,0.0
610,16.0,system_____,zfy张飞燕zfy,谁顿顿吃预制菜啊,0.0,0.0
552,8.0,3004699614,3858652412,问地址还不危险？你是髿愎吗,1.0,1.0
579,9.0,管我呢809,皮蛋巨侠杨11,他在转移话题，避免别人发现是他教唆这家人诈捐,1.0,1.0
550,5.0,5352162983,0,还可以我觉得,0.0,0.0
606,5.0,假如世界有光,Katrina的妙妙屋,你是明白人,0.0,0.0
638,10.0,BIGBIGCOCK,不冉而然,这种人就适合网爆他,1.0,1.0
610,12.0,老白才会抓老鼠,就该魔法打败魔法,因为国外也有食品问题，所以国内的食品问题是可以容忍的,0.0,0.0
565,8.0,2172572272,3736616038,ok，我去瞧瞧,0.0,0.0
641,9.0,圆耳生物压块机,赤手空拳必胜客,哈哈哈哈哈19级真的，大学对我来说是再痛苦不过的灰暗时期，以至于我想到我的大学，只能想到那些栏杆就像笼子一样，把我关在里面。,0.0,0.0
737,10.0,我真不知道取什么名字www,郑泽文,猴子又来蹭了,0.0,0.0
656,4.0,两号都炸了,海国殷夜来,四岁的小孩一般一米一左右吧，肯定是够不着胸的。,0.0,0.0
630,6.0,你失礼了i,莴苣7918,你算什么东西啊？,1.0,1.0
694,3.0,晖晖不是奕,父拔插头人踢狗,枪是违禁品,0.0,0.0
657,5.0,o0不吃香菜0o,HJR656,不是一批人，那批是动保，也可以说是宠物保护主义或者猫狗保护主义者,0.0,0.0
732,5.0,Sy__finalsmall,只吃嫩白菜,女的真垃圾,1.0,2.0
629,1.0,丰神俊朗叶叶叶子,一心一毅1617,是男生在修电梯啦,0.0,0.0
670,4.0,地球是我搓圆的--,王大wyt,后车制动了 但还是没停住撞上了,0.0,0.0
629,3.0,就是爱火锅吖,丰神俊朗叶叶叶子,你修电梯这么修？,0.0,0.0
748,11.0,心里有李ing,hey四分之三的晴天_,好听,0.0,0.0
517,2.0,6561232634,4540960957,就是让你不爽捏,0.0,0.0
620,2.0,行走的于包包,雪冬之诗,类比错误，流浪狗存在，民警多次联系你让返还的流浪狗不存在,0.0,0.0
595,1.0,东厂明月小贤子,一巴掌扇死你个逗逼,你还记得前阵子买药快递把包裹拆了不？这是不是也叫保管不善？,0.0,0.0
680,5.0,超级无敌小肥柴,雨文牙隹广土,你是当代红卫冰吗,0.0,0.0
706,2.0,Qh的微博_com,金一点策,就该立法，不然这些养狗人都不当回事，第一时间如果大家合力把狗打死，或者报警，击毙，也不至于人被咬死,0.0,0.0
737,2.0,ash1takaa,郑泽文,猴子是真能蹭，过于不要脸了,1.0,1.0
695,7.0,梦雨岚心,吱吱不要再睡了,你能说这里面这句话指的是一个人？,0.0,0.0
523,1.0,1100634311,0,重点是她的评论,0.0,0.0
616,6.0,我有2个小猫咪,传奇色彩1998,救命，“纯真”哈哈哈哈哈哈哈哈，也只有你们才会说孩子“纯真”，孩子一律无错呗，建议把那几个qj同学的小学生放出来，人家“纯真”嘛,1.0,2.0
605,16.0,南极撸企鹅,九八年的红领巾,张雪峰母校？,0.0,0.0
604,5.0,evil_night,短腿小锅,国考和考研不冲突呀，也不是同一天考,0.0,0.0
596,15.0,天津籍的东北人儿,云萧萧0708,哈哈哈哈哈哈哈知道你没住过酒店了,0.0,0.0
655,7.0,毒宴会,非知名评论委员,你全家就没一个活人是吧？,1.0,1.0
624,0.0,小把细123,-1,"""不敢说，但是去过河南旅游确实被骗了，带我们去山上的当地导游，钱给他了，人跑了…………<img alt=""""[裂开]"""" title=""""[裂开]"""" src=""""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/1b/202011_liekai_org.png"""" />""",0.0,0.0
568,4.0,琳哒哒琳哒哒,cocozza我们去晒星星吧,我看到最新的报道，那个爸爸离开十分钟左右，小女孩摔倒后消失在海浪里了。好心痛啊，可怜的孩子,0.0,0.0
760,13.0,告别是最好的和解,11馨馨,韩国人月薪一万多最低  我们这么多三四千的根本比不了,0.0,0.0
689,13.0,杨小白icon,不明身份的武林萌丷,你怕不是个鬼子吧,1.0,1.0
687,9.0,本来就偏不,Cerjemu-,蠢猪,1.0,1.0
641,13.0,东拐西拐拐,杨笑汝,20级呆滞地看了看评论区,0.0,0.0
602,3.0,一只咕唂,一只咕唂,就是去漫展住酒店，逛完了当然要快递回去，一个女孩子什么乱七八糟的道具装备啥的一个人哪里搬的回去，你思想有多脏啊还设置不能回复真的搞笑,1.0,1.0
596,9.0,千江化叶4,云萧萧0708,按理说你落根数据线在房间里，客房保洁人员都应该是要拿给前台保管的，小东西人家不一定会回来找，但是你不能扔。更别说房间里有个箱子，就算是顾客没有交代，也应该是前台要联系顾客询问,0.0,0.0
757,6.0,许星纯n,yujieqiong,中国15年都不一定能在自己国家这么好的地段买到房子,0.0,0.0
669,1.0,热爱业余足球,傲娇的小脸儿巍扬,因为是地上线啊,0.0,0.0
731,8.0,扣脚丫的臭宝宝,月落云里,我觉得跟家庭有一定的关系，但是还是看他自己是什么样的人，有的人天生就坏,0.0,0.0
729,1.0,妖怪家的猫,这是我们的鹿鹿,你懂点法，但不多啊。,0.0,0.0
726,1.0,夏冰雹ysys,是孤独的总和,就是患者道德绑架啊,0.0,0.0
579,16.0,阿以洗铁炉,毛毛毛毛毛小驴,你自己看看吧，打流浪狗不合法是不是打野狗也不合法？ 查看图片,0.0,0.0
528,7.0,5649890020,0,yysy她说的是她们学校有不是她有，别尬黑,0.0,0.0
512,9.0,1805863063,0,你跟这个标志锁死吧，标志配咋中,1.0,1.0
755,10.0,矿业大学的14号,陆屿陌,而且，一刀切怎么了？你怎么用一刀切的思维看待一刀切呢？难道不应该辩证的看待一刀切么？,0.0,0.0
582,8.0,小生活呀真呀嘛真好过,大湾区小欢喜,你没存过就是了 利息多少我不清楚 反正现在银行有活期的理财产品 200万有7 8000左右吧,0.0,0.0
519,1.0,6562307670,0,你也是牛批,0.0,0.0
759,7.0,胡萝卜的九月九,三公司的二流子,100年都不够,0.0,0.0
624,11.0,实在不知道要改什么名字A,小把细123,非常抱歉给了你们不好的体验，但是希望咱们是一起解决问题而不是互相指责，而且我也听过外地人犯错就说自己是河南人的事，就像韩国人在外面没素质也说自己是中国人一样，别人就相信这话也没有办法,0.0,0.0
731,1.0,月落云里,二十颗铜钱草,这就是正常家庭和不幸家庭教育出来的孩子吧,0.0,0.0
679,17.0,50路906872,love王星凯,@成都地铁  丢人不？,1.0,1.0
618,4.0,苏蔓2022,Mr_奚小姐,还珠格格的尔泰,0.0,0.0
637,3.0,是小关同学呀-,youkai015,再说你生不生气关你屁事啊，开玩笑那被开玩笑的人觉得好笑才是玩笑,0.0,0.0
533,2.0,3504307547,3504307547,我不希望这男的以后走上吃流量的道路，因为输的越惨，流量的越高，但目前我希望他的初心是在警示那些xxn造谣有成本,0.0,0.0
569,15.0,玻璃剑-,橘小果,你在这儿张口就来什么，自己去搞清楚了再来跟我叫嚣呢我求你了洛枳,1.0,1.0
669,5.0,Bastianyu,热爱业余足球,下雪天地上线路多的很，我不相信只是天气原因,0.0,0.0
567,2.0,蜗小懒_o0,巩xx,你爸这个是粗心，我爸也有过，我是独生女，我一两岁时有次我爸去买票，把我放一边，亏得那会80年代，人贩子还没那么多，主要是那会我爸是一个人去外公外婆那接我回去（北方到南方），所以他不是故意的，后来回家了，我爸还告诉我妈，我妈骂s他了但是，层主说的这个，父亲有可能是故意想遗弃,0.0,0.0
724,4.0,芥末榴莲车厘子,与尔共嘉年,转租这个不太可能，一查一个准，立刻取消资格，不像收入，举报的人只能怀疑不符合资格，有诡辩空间,0.0,0.0
680,1.0,去和自己和解,雨文牙隹广土,你这扯的也是够远的,0.0,0.0
641,8.0,寮主温情事业粉,杨笑汝,确实，人生最开心的时间是在大学，高中太压抑，初中同学脑子没长好天天开黄腔小学生plus版,0.0,0.0
653,3.0,GGRRYYY,哊伱眞好_,监护人的替代责任啊，要赔钱小孩有钱？,0.0,0.0
744,6.0,Antifeminazi女权即特权,周魴17,真婴比女巨婴好多了,1.0,2.0
694,18.0,SoOkuno,父拔插头人踢狗,以后拍战争片，和谐枪炮，改用猜拳斗地主,0.0,0.0
656,10.0,开水投江钱谦益,蓝瘦鸡腿菇,有可能是抱在手上的,0.0,0.0
625,6.0,龙抬头51606,芭lala小魔仙,你这叫不急？人家说这人可能不是福建本地的，你照样怼人家，见谁咬谁你说你急什么？他回复你一句地域黑相关都没说，你在那怼人家你这叫不急？,1.0,1.0
644,4.0,许小珍妮,Bettysjing,女孩要求道歉并不过分，跟什么部位没关系,0.0,0.0
706,6.0,打瞌睡的红豆奶茶,金一点策,科学立法≠严格执法≠公正司法≠全民守法,0.0,0.0
727,12.0,浪小花和向小黄,速冻不爱说话桃子,没想到已经有那么多人不愿意干儿科了,0.0,0.0
669,10.0,Bastianyu,喵呜婧,是有你说的这个因素，目前也只是初步调查结论，后面应该还会更新。,0.0,0.0
623,1.0,在路上着的,Ahkau,请审题，福建某地。没说整个福建,0.0,0.0
656,8.0,两号都炸了,海国殷夜来,因为我就有俩孩子,0.0,0.0
606,15.0,想要感受一只猫的重量2021,抖腿少女腿不停,不知道为什么要从考研改成保研。我们老师说他们那会读研究生都是要考的。,0.0,0.0
587,1.0,涅槃重升16,没有成为现充的一只球,快去退回来吧,0.0,0.0
535,3.0,4960257288,4279932627,我没看出层主是口出，但你这低冷杭取的面目倒是原形毕露,1.0,1.0
584,3.0,梓凝浅浅,徃抑,我痛经准备要250万，也不多吧？,0.0,0.0
761,1.0,棕桑是什么颜色,杨洋---孤独成瘾,你一年才2万吗,0.0,0.0
618,3.0,华平翰YYX,Mr_奚小姐,原来小虎队成员之一,0.0,0.0
735,3.0,Arcade016,十八斤草子,事实证明，世上每多一个女性，社会的女拳就多一位，比如你就是魔法对轰谁不会啊,1.0,2.0
624,5.0,TOBI和TIMU之家,美梦不可得35ZD,河南人很讲义气，家里亲戚退休前两任司机，一个是河南人，一个是所谓口碑很好地方的人，时间验证:真正做人的是那个河南司机。,0.0,0.0
611,1.0,云游思不归,你的名字_我的心情,啊？你的意思是，小麦脱皮磨面粉，面粉也是预制菜？也没人天天吃腊肉酸菜啊关键是。,0.0,0.0
700,4.0,我会点赞每一个厌南锋苟,气死你猪刚鬣,男生防没有🚽的膜一样好破,1.0,2.0
611,4.0,卷卷铲铲,你的名字_我的心情,真当马云能给你做的跟家里一样好呢？狗食一份20都算便宜你了,1.0,1.0
620,9.0,岚雨雪夜寒,Rudy-CHN1994,那我不知道了，反正原文里的律师是说非法占有了,0.0,0.0
651,11.0,大夫_nnbb,杨小柒57,别说打到胸，就是打到身体任何部位，道个歉也是应该的嘛……孩子可能顽皮无意之举，但老太太不该只顾护孩子。结果就是事态升级了,0.0,0.0
724,9.0,冯宝宝的007,binglunwan,我小时候广州有个很出名的“区伯”，专门监督公车私用的，那些年各地都严查公车私用，这个问题也得到重视监督，好像是去年他去世了，不过这样的人太少，容易被搞。,0.0,0.0
600,0.0,北海的记忆,-1,捡垃圾的竟然可以进酒店房间？真能甩锅啊！,0.0,0.0
525,9.0,3013404601,1597843324,哈哈哈哈,1.0,1.0
760,2.0,618小怪兽哦,11馨馨,50平够我住了，上海假如10万一平，500万，我需要不吃不喝41年才能买,0.0,0.0
598,8.0,起于孤山-C,起名困难户vfch,知道你没住过酒店了,0.0,0.0
582,4.0,我叫宇宙大王王王,陷阱变馅饼社会实践队,"""那是年化的………存一年不动才7000，而且你说的0.35是基准利率，银行实际只有0.2""",0.0,0.0
753,15.0,神里绫华的吹雪修勾,美离间祸众国,牛逼还是被你发现了,0.0,0.0
538,4.0,2387527462,0,让四川网友尝尝地狱嗨的威力 急了🟰说中了,1.0,2.0
516,0.0,4540960957,-1,当然不排除鼠鼠英俊的外表直接俘获小Q的芳心,0.0,0.0
555,7.0,1626837926,0,回复 青霄 :找你老🐎去看这种玩笑吧，小丑东西,1.0,1.0
729,14.0,龙猫Kylin,oyq-sss,建议你先挥刀砍你姥姥，她居然生下了你妈这个女宝，实在是有罪。再挥刀砍你妈妈，她居然生下你这个不孝子，也有罪,1.0,1.0
707,0.0,喵邪新生,-1,视频剪辑过 从咬的前后位置以及地上的出血量可以看出来前后都咬了很久了 人心太冷漠了没有人真的愿意伸出援手 拍视频的听得出来是个中气十足的中年人只会拍吼别人去处理 危在旦夕警察救护车咋没到没人报警吗？,0.0,0.0
750,5.0,-鹿鸣泽-,好名字都被狗站占了,层主当年一出生刚被他妈抱起来就哈哈大笑说：“妈你可真是版本t0啊”,1.0,1.0
555,6.0,2687003762,3858652412,青春期都这样？全体攻击似一似,1.0,1.0
639,2.0,都好吃0720,那是蓝绿色,目前招聘软件很多公司的岗位最低面试要求都是大专。,0.0,0.0
725,3.0,一夕半夏哒哒哒,谁的春日啊,傻呀  出租不香吗,0.0,0.0
683,19.0,隐匿的漫天星河,哎呀怎么可能呢,捞女你知道谁是罗翔不。一看你就不聪明的样子应该没听过罗老师的课吧。罗老师都说此案不公平。我不知道你是被什么洗脑了，以为吃着特权的红利真以为就可以为所欲为是吧,1.0,1.0
573,4.0,我的篮球不是梦,CforikY_,退给你看看脑子吧,1.0,1.0
695,6.0,re零486,眺望蓝天自有阳光,建议把刑法里的强奸罪也改了，因为也是侮辱女性,0.0,0.0
634,4.0,炸你屁屁呀,大梦同学的微博,因为物以类聚人与群分，哪里都有好人和坏人,0.0,0.0
679,20.0,等太阳升起来1995,love王星凯,成都地铁还有一个微博叫成都地铁运营，哪里真是一片祥和,0.0,0.0
599,0.0,戒灵007,-1,现在也就敢欺负大学生了前台失职就赔钱呗,0.0,0.0
757,17.0,玉宝宝的大可爱,yujieqiong,在我这，工资到手一年15w一个房子100平是1000万，也就不吃不喝66年就可以啦,0.0,0.0
719,13.0,JUNGLEEEEEEEEEEEEEEEE,雾风寒狼564,而且智能手机可能都不会用，联系也不方便，更别说地震预警了,0.0,0.0
656,0.0,蓝瘦鸡腿菇,-1,等等，这女生身高多高？4岁的小孩才多高？跟个上幼儿园的小孩置气，也是幼儿园在读吧。,1.0,1.0
512,8.0,5784794105,0,CS,1.0,1.0
